query,ming reasoner,ming nodes explored,ming min depth,success,time
1,ming,4,3,True,0.46833934200000016
2,ming,46,3,True,0.34252840699999965
3,ming,2,1,True,0.036516612999999865
4,ming,2,1,True,0.038638806999999886
5,ming,4,3,True,0.006658463000000836
6,ming,2,1,True,0.04511855099999984
7,ming,75,3,True,0.2813137329999993
8,ming,2,1,True,0.03766603899999943
9,ming,3,2,True,0.004813372999999288
10,ming,46,3,True,0.16289214999999935
11,ming,153,5,True,0.4081050440000009
12,ming,2,1,True,0.03671032899999993
13,ming,4,3,True,0.01892198500000042
14,ming,2,1,True,9.078000000073416e-05
15,ming,19,2,True,0.08812698300000044
16,ming,2,1,True,0.007827649999999409
17,ming,404,7,True,2.5115058329999993
18,ming,4,3,True,0.017111833999999604
19,ming,6,5,True,0.04099958099999945
20,ming,4,3,True,0.05293030600000037
21,ming,2,1,True,0.010458929000000339
22,ming,3,2,True,0.010270389000000435
23,ming,56,6,True,0.549830548000001
24,ming,4,3,True,0.01011551100000041
25,ming,6,5,True,0.1612524680000007
26,ming,2,1,True,0.03561142300000064
27,ming,349,5,True,2.3773538829999996
28,ming,3,2,True,0.00739803099999925
29,ming,4,3,True,0.015635693000000117
30,ming,318,3,True,1.6609907909999997
31,ming,3,2,True,0.008825793999999831
32,ming,3,2,True,0.007118997999999266
33,ming,3,2,True,0.005387196000000927
34,ming,3,2,True,0.009621710999997646
35,ming,4,3,True,0.00013585299999974154
36,ming,3,2,True,0.007641907000000003
37,ming,5,2,True,0.016255851000000376
38,ming,62,5,True,0.20925342700000016
39,ming,3,2,True,0.009303340000002436
40,ming,5,4,True,0.026529776000000282
41,ming,312,9,True,1.612644490000001
42,ming,3,2,True,0.007961872999999287
43,ming,4,3,True,0.010140745999997591
44,ming,3,2,True,0.00774518600000107
45,ming,240,9,True,0.2309261790000008
46,ming,2,1,True,0.0051532200000004025
47,ming,2,1,True,0.03488858700000108
48,ming,6,5,True,0.06865430699999919
49,ming,2,1,True,0.009528743000000617
50,ming,4,3,True,0.024083967999999345
51,ming,2,1,True,0.03444434100000038
52,ming,2,1,True,0.03526532300000085
53,ming,7,6,True,0.03253785299999734
54,ming,2,1,True,0.03484226100000143
55,ming,2,1,True,0.033254823000000044
56,ming,3,2,True,0.007186375999999939
57,ming,2,1,True,0.04692777100000001
58,ming,6,5,True,0.12552316600000069
59,ming,2,1,True,0.035200518999999986
60,ming,46,3,True,0.0036040239999977075
61,ming,3,2,True,0.012302972000000523
62,ming,2,1,True,8.18650000020682e-05
63,ming,19,3,True,0.06325676500000199
64,ming,3,2,True,0.007419598999998556
65,ming,5,4,True,0.01852730999999963
66,ming,4,3,True,0.01673710600000078
67,ming,3,2,True,0.007906272999999686
68,ming,3,2,True,0.010958701999999931
69,ming,3,2,True,0.009788691000000682
70,ming,2,1,True,0.033724038000002565
71,ming,3,2,True,0.01007649399999977
72,ming,3,2,True,0.00867299000000088
73,ming,5,4,True,0.12787268800000007
74,ming,460,7,True,2.550644817000002
75,ming,2,1,True,0.035274133000001484
76,ming,4,3,True,0.00014449000000027468
77,ming,3,2,True,0.010478016999996953
78,ming,2,1,True,0.035860924000001404
79,ming,5,4,True,0.08223938700000133
80,ming,8,7,True,0.395335996
81,ming,4,3,True,0.012275384000002276
82,ming,2,1,True,0.03564163400000098
83,ming,2,1,True,0.036583169000000026
84,ming,2,1,True,0.035461618999999445
85,ming,2,1,True,0.036424153000002235
86,ming,3,2,True,0.008227971000000167
87,ming,4,3,True,0.00906316399999696
88,ming,2,1,True,0.035397360999997574
89,ming,4,3,True,0.023491958000001034
90,ming,60,3,True,0.14115254800000088
91,ming,4,3,True,0.019795299999998406
92,ming,3,2,True,0.006298341000000818
93,ming,3,2,True,0.006082156999998034
94,ming,2,1,True,0.03516238999999999
95,ming,6,5,True,0.04948676100000071
96,ming,4,3,True,0.005962612999997674
97,ming,2,1,True,0.03533272700000012
98,ming,3,2,True,0.0073415719999978535
99,ming,2,1,True,0.00829427300000063
100,ming,4,3,True,0.014900617000002114
